,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,lat,long,is_hub
2577,2003,8,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",6133.0,1002.0,272.33,64.59,484.83,5.52,174.74,116.0,5.0,59749.0,25236.0,3821.0,18599.0,168.0,11925.0,38.74768694,-90.35998972,1
2587,2003,8,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1773.0,346.0,107.67,0.0,47.04,24.29,167.0,81.0,0.0,16900.0,6004.0,0.0,1294.0,631.0,8971.0,61.17432028,-149.9961856,1
2606,2003,8,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",759.0,147.0,69.59,0.0,40.3,0.0,37.11,14.0,0.0,5981.0,3445.0,0.0,1051.0,0.0,1485.0,33.94253611,-118.4080744,1
2614,2003,8,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1360.0,246.0,59.05,1.37,30.93,3.0,151.65,20.0,0.0,11586.0,2960.0,67.0,833.0,57.0,7669.0,45.58872222,-122.5975,1
2621,2003,8,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",4584.0,841.0,205.75,13.27,153.29,18.5,450.18,90.0,7.0,40282.0,12485.0,651.0,4639.0,436.0,22071.0,47.44898194,-122.3093131,1
2634,2003,8,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",403.0,80.0,37.36,1.0,13.5,5.83,22.32,2.0,0.0,5814.0,3280.0,169.0,367.0,168.0,1830.0,26.07258333,-80.15275,1
2636,2003,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2315.0,572.0,95.42,13.24,242.79,10.88,209.67,12.0,20.0,37332.0,8035.0,746.0,12937.0,301.0,15313.0,40.63975111,-73.77892556,1
2820,2003,8,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16398.0,3569.0,617.87,87.14,2252.46,0.74,610.79,100.0,35.0,160908.0,38081.0,4117.0,79589.0,14.0,39107.0,33.64044444,-84.42694444,1
2827,2003,8,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1488.0,218.0,38.82,4.73,132.21,0.0,42.23,25.0,1.0,8812.0,1945.0,184.0,4351.0,0.0,2332.0,42.3643475,-71.00517917,1
2837,2003,8,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",4585.0,902.0,185.75,15.32,544.43,0.68,155.83,39.0,13.0,45198.0,11860.0,1288.0,22088.0,30.0,9932.0,39.04614278,-84.6621725,1
2842,2003,8,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1784.0,352.0,99.72,13.4,186.68,0.0,52.2,14.0,18.0,17516.0,6366.0,942.0,7222.0,0.0,2986.0,32.89595056,-97.0372,1
2843,2003,8,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",211.0,51.0,16.83,0.2,25.36,0.0,8.61,5.0,0.0,2496.0,687.0,18.0,1350.0,0.0,441.0,42.21205889,-83.34883583,1
2863,2003,8,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",895.0,272.0,50.97,15.88,183.86,0.0,21.29,25.0,15.0,13380.0,2659.0,864.0,8357.0,0.0,1500.0,40.63975111,-73.77892556,1
2865,2003,8,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1169.0,211.0,74.51,9.95,85.0,0.0,41.54,3.0,0.0,10416.0,4294.0,504.0,3166.0,0.0,2452.0,33.94253611,-118.4080744,1
2867,2003,8,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1996.0,473.0,76.5,6.29,317.85,0.0,72.36,106.0,7.0,30366.0,4992.0,431.0,20624.0,0.0,4319.0,40.77724306,-73.87260917,1
2872,2003,8,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",236.0,47.0,9.71,0.73,23.6,0.0,12.96,1.0,0.0,1741.0,538.0,32.0,597.0,0.0,574.0,35.04241667,-89.97666667,1
2879,2003,8,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",327.0,76.0,25.94,2.84,33.56,0.0,13.66,0.0,0.0,3242.0,1302.0,196.0,1112.0,0.0,632.0,44.88054694,-93.2169225,1
2887,2003,8,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",499.0,157.0,34.42,1.12,99.59,0.0,21.88,3.0,1.0,10906.0,2417.0,33.0,7136.0,0.0,1320.0,41.979595,-87.90446417,1
2890,2003,8,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",371.0,53.0,21.76,1.99,16.21,0.0,13.04,1.0,1.0,2509.0,1062.0,126.0,663.0,0.0,658.0,45.58872222,-122.5975,1
2905,2003,8,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",495.0,86.0,27.62,1.58,26.95,0.0,29.85,1.0,0.0,5454.0,1364.0,61.0,1193.0,0.0,2836.0,47.44898194,-122.3093131,1
2909,2003,8,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",3579.0,502.0,149.75,10.58,218.67,2.0,121.0,15.0,19.0,24238.0,9322.0,375.0,6949.0,215.0,7377.0,40.78838778,-111.9777731,1
3072,2003,8,HP,America West Airlines,CMH,"Columbus, OH: Port Columbus International",124.0,45.0,16.6,0.39,21.55,0.0,6.46,0.0,0.0,1951.0,750.0,24.0,663.0,0.0,514.0,39.99798528,-82.89188278,1
3100,2003,8,HP,America West Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5891.0,697.0,245.93,19.86,227.35,8.8,195.06,41.0,5.0,38355.0,17224.0,1808.0,7460.0,224.0,11639.0,33.43416667,-112.0080556,1
3213,2003,8,NW,Northwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",186.0,37.0,22.98,0.45,11.58,0.0,1.99,0.0,0.0,1750.0,1290.0,17.0,357.0,0.0,86.0,61.17432028,-149.9961856,1
3238,2003,8,NW,Northwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",9548.0,1497.0,311.84,119.23,760.95,4.13,300.85,295.0,45.0,84904.0,22070.0,10411.0,34105.0,128.0,18190.0,42.21205889,-83.34883583,1
3273,2003,8,NW,Northwest Airlines,MEM,"Memphis, TN: Memphis International",2929.0,398.0,95.53,27.16,203.51,1.79,70.01,34.0,25.0,20423.0,6256.0,2216.0,7768.0,32.0,4151.0,35.04241667,-89.97666667,1
3280,2003,8,NW,Northwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",10132.0,1147.0,342.89,73.32,434.27,9.05,287.47,135.0,5.0,63947.0,27486.0,5100.0,14760.0,274.0,16327.0,44.88054694,-93.2169225,1
3636,2003,8,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",7158.0,1429.0,245.26,58.46,680.11,0.0,445.17,136.0,28.0,69279.0,11342.0,4325.0,27445.0,0.0,26167.0,35.21401111,-80.94312583,1
3638,2003,8,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",1950.0,399.0,59.76,25.35,192.89,0.0,121.0,66.0,13.0,19974.0,2473.0,1446.0,9054.0,0.0,7001.0,38.85208333,-77.03772222,1
3651,2003,8,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",349.0,120.0,30.43,9.32,24.22,0.0,56.02,0.0,0.0,8498.0,1814.0,599.0,1401.0,0.0,4684.0,33.94253611,-118.4080744,1
3664,2003,8,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",5322.0,1550.0,206.19,56.45,773.9,0.0,513.47,113.0,22.0,85139.0,10670.0,4226.0,37704.0,0.0,32539.0,39.87195278,-75.24114083,1
3665,2003,8,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",241.0,70.0,19.01,5.49,13.8,0.0,31.7,0.0,0.0,4004.0,925.0,310.0,577.0,0.0,2192.0,33.43416667,-112.0080556,1
3695,2003,8,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4672.0,793.0,115.32,67.93,219.44,3.34,386.97,9.0,22.0,45411.0,5540.0,5361.0,12545.0,85.0,21880.0,39.17540167,-76.66819833,1
3712,2003,8,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3348.0,324.0,88.31,10.29,34.26,1.88,189.26,26.0,6.0,13553.0,3249.0,547.0,1002.0,32.0,8723.0,33.94253611,-118.4080744,1
3717,2003,8,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",1975.0,322.0,38.31,17.73,104.26,2.23,159.46,7.0,8.0,16519.0,2179.0,1102.0,4382.0,121.0,8735.0,28.42888889,-81.31602778,1
3718,2003,8,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",3860.0,551.0,93.1,46.84,137.45,3.89,269.73,32.0,8.0,30606.0,3887.0,4703.0,6726.0,232.0,15058.0,41.7859825,-87.75242444,1
3728,2003,8,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5306.0,660.0,143.98,27.08,124.11,5.81,359.02,66.0,6.0,28078.0,6233.0,1658.0,3761.0,332.0,16094.0,33.43416667,-112.0080556,1
3732,2003,8,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2403.0,327.0,99.19,5.84,39.44,0.41,182.12,7.0,4.0,14333.0,4199.0,336.0,1307.0,12.0,8479.0,32.73355611,-117.1896567,1
3750,2003,9,AA,American Airlines,BNA,"Nashville, TN: Nashville International",463.0,50.0,8.95,6.36,21.56,0.0,13.13,4.0,0.0,2469.0,465.0,483.0,789.0,0.0,732.0,36.12447667,-86.67818222,1
3755,2003,9,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",207.0,20.0,5.79,4.88,8.81,0.0,0.52,9.0,0.0,767.0,223.0,227.0,294.0,0.0,23.0,35.21401111,-80.94312583,1
3759,2003,9,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",938.0,119.0,39.39,10.05,43.76,0.0,25.8,59.0,3.0,6161.0,1963.0,775.0,1934.0,0.0,1489.0,38.85208333,-77.03772222,1
3761,2003,9,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12242.0,1129.0,307.33,34.55,495.27,0.0,291.85,306.0,52.0,63525.0,20617.0,2490.0,21609.0,0.0,18809.0,32.89595056,-97.0372,1
3779,2003,9,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1143.0,232.0,46.73,10.04,146.66,0.0,28.57,7.0,1.0,9804.0,2919.0,694.0,4406.0,0.0,1785.0,40.63975111,-73.77892556,1
3782,2003,9,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2426.0,265.0,93.78,18.53,100.95,0.0,51.74,29.0,2.0,13645.0,5736.0,1281.0,3562.0,0.0,3066.0,33.94253611,-118.4080744,1
3792,2003,9,AA,American Airlines,MIA,"Miami, FL: Miami International",3007.0,496.0,93.89,21.43,314.52,0.28,65.87,58.0,9.0,26121.0,7685.0,1154.0,12879.0,23.0,4380.0,25.79325,-80.29055556,1
3800,2003,9,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",7576.0,1358.0,167.11,24.19,969.51,0.0,197.19,129.0,9.0,69979.0,12764.0,1434.0,43644.0,0.0,12137.0,41.979595,-87.90446417,1
3804,2003,9,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",755.0,115.0,18.89,6.91,73.71,0.0,15.48,33.0,4.0,6644.0,1037.0,536.0,3989.0,0.0,1082.0,39.87195278,-75.24114083,1
3805,2003,9,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",466.0,44.0,24.91,3.9,8.09,0.0,7.09,6.0,0.0,2407.0,914.0,229.0,989.0,0.0,275.0,33.43416667,-112.0080556,1
3809,2003,9,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",510.0,61.0,25.38,2.87,19.14,0.0,13.61,17.0,3.0,3490.0,1233.0,319.0,784.0,0.0,1154.0,35.87763889,-78.78747222,1
3824,2003,9,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",5674.0,575.0,132.49,23.49,329.4,0.33,89.28,79.0,9.0,32146.0,10316.0,1510.0,14160.0,14.0,6146.0,38.74768694,-90.35998972,1
3834,2003,9,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1448.0,212.0,49.19,4.61,49.35,7.54,101.3,61.0,3.0,9969.0,2553.0,129.0,1304.0,189.0,5794.0,61.17432028,-149.9961856,1
3853,2003,9,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",677.0,63.0,37.2,0.0,10.75,1.0,14.05,20.0,0.0,2371.0,1502.0,0.0,226.0,18.0,625.0,33.94253611,-118.4080744,1
3861,2003,9,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1245.0,100.0,29.71,0.0,19.33,0.0,50.96,20.0,0.0,5572.0,2024.0,0.0,530.0,0.0,3018.0,45.58872222,-122.5975,1
3868,2003,9,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3928.0,421.0,118.19,5.21,123.69,2.0,171.92,67.0,7.0,20202.0,7047.0,257.0,3874.0,57.0,8967.0,47.44898194,-122.3093131,1
3881,2003,9,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",436.0,44.0,13.91,0.0,22.65,1.31,6.13,1.0,1.0,1351.0,493.0,0.0,620.0,32.0,206.0,26.07258333,-80.15275,1
3883,2003,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2134.0,177.0,28.27,3.63,76.83,3.47,64.8,0.0,5.0,6655.0,1785.0,153.0,2245.0,84.0,2388.0,40.63975111,-73.77892556,1
4067,2003,9,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",15855.0,1845.0,327.76,30.82,1191.12,2.0,293.3,151.0,16.0,78929.0,21727.0,1910.0,40708.0,139.0,14445.0,33.64044444,-84.42694444,1
4074,2003,9,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1440.0,131.0,25.06,0.0,82.19,0.0,23.75,28.0,5.0,5096.0,1000.0,0.0,2867.0,0.0,1229.0,42.3643475,-71.00517917,1
4084,2003,9,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",4424.0,405.0,91.57,6.04,244.02,1.0,62.38,41.0,2.0,16046.0,5785.0,284.0,7208.0,25.0,2744.0,39.04614278,-84.6621725,1
4089,2003,9,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1635.0,220.0,43.62,4.92,134.43,0.0,37.02,21.0,13.0,9175.0,2015.0,378.0,4456.0,0.0,2326.0,32.89595056,-97.0372,1
4090,2003,9,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",205.0,18.0,6.21,0.0,9.11,0.0,2.67,1.0,0.0,541.0,211.0,0.0,230.0,0.0,100.0,42.21205889,-83.34883583,1
4110,2003,9,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",859.0,146.0,39.12,0.51,95.0,0.0,11.37,2.0,2.0,5690.0,2062.0,18.0,2964.0,0.0,646.0,40.63975111,-73.77892556,1
4112,2003,9,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1187.0,195.0,50.37,1.93,129.1,0.0,13.6,8.0,0.0,6173.0,1821.0,268.0,3575.0,0.0,509.0,33.94253611,-118.4080744,1
4114,2003,9,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1927.0,253.0,32.72,0.78,183.48,0.0,36.03,77.0,2.0,12910.0,1524.0,48.0,9320.0,0.0,2018.0,40.77724306,-73.87260917,1
4119,2003,9,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",230.0,19.0,4.28,0.0,8.07,0.0,6.65,0.0,0.0,669.0,156.0,0.0,223.0,0.0,290.0,35.04241667,-89.97666667,1
4126,2003,9,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",317.0,56.0,11.95,0.0,39.44,0.0,4.61,0.0,0.0,2197.0,572.0,0.0,1397.0,0.0,228.0,44.88054694,-93.2169225,1
4134,2003,9,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",488.0,110.0,21.22,0.55,76.91,0.0,11.32,4.0,2.0,4706.0,961.0,25.0,3261.0,0.0,459.0,41.979595,-87.90446417,1
4137,2003,9,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",360.0,59.0,16.92,0.35,33.32,0.0,8.41,2.0,1.0,2216.0,750.0,49.0,882.0,0.0,535.0,45.58872222,-122.5975,1
4152,2003,9,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",478.0,70.0,18.95,1.11,40.28,0.0,9.65,1.0,1.0,2761.0,1157.0,56.0,1136.0,0.0,412.0,47.44898194,-122.3093131,1
4156,2003,9,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",3377.0,305.0,69.05,1.83,179.78,1.0,53.34,20.0,0.0,12146.0,3830.0,100.0,5287.0,39.0,2890.0,40.78838778,-111.9777731,1
4312,2003,9,HP,America West Airlines,CMH,"Columbus, OH: Port Columbus International",120.0,23.0,8.33,0.0,12.38,0.0,2.3,0.0,0.0,663.0,275.0,0.0,322.0,0.0,66.0,39.99798528,-82.89188278,1
4340,2003,9,HP,America West Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5523.0,410.0,144.68,2.42,134.79,1.26,126.85,37.0,3.0,22822.0,11148.0,126.0,4769.0,28.0,6751.0,33.43416667,-112.0080556,1
4453,2003,9,NW,Northwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",91.0,21.0,5.6,0.56,14.83,0.0,0.0,0.0,1.0,743.0,359.0,22.0,362.0,0.0,0.0,61.17432028,-149.9961856,1
4478,2003,9,NW,Northwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",8817.0,783.0,202.56,43.36,398.06,1.2,137.82,116.0,10.0,37472.0,14433.0,3197.0,12289.0,34.0,7519.0,42.21205889,-83.34883583,1
4513,2003,9,NW,Northwest Airlines,MEM,"Memphis, TN: Memphis International",2466.0,201.0,53.97,6.13,109.88,0.35,30.67,21.0,1.0,7803.0,2718.0,239.0,3320.0,6.0,1520.0,35.04241667,-89.97666667,1
4520,2003,9,NW,Northwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",8933.0,949.0,218.34,77.38,517.64,3.01,132.62,93.0,10.0,47542.0,17818.0,4586.0,18147.0,64.0,6927.0,44.88054694,-93.2169225,1
4884,2003,9,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",6748.0,666.0,94.27,6.21,342.03,0.0,223.48,105.0,1.0,27308.0,5407.0,440.0,10836.0,0.0,10625.0,35.21401111,-80.94312583,1
4886,2003,9,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",1896.0,190.0,36.37,4.57,112.42,0.0,36.64,92.0,11.0,7913.0,1471.0,218.0,4063.0,0.0,2161.0,38.85208333,-77.03772222,1
4899,2003,9,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",309.0,65.0,14.15,0.5,25.57,0.0,24.78,1.0,0.0,3366.0,670.0,74.0,962.0,0.0,1660.0,33.94253611,-118.4080744,1
4912,2003,9,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",5113.0,1099.0,75.16,14.95,751.45,0.0,257.44,83.0,16.0,54795.0,2908.0,1248.0,34950.0,0.0,15689.0,39.87195278,-75.24114083,1
4913,2003,9,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",228.0,34.0,7.78,0.46,12.35,0.0,13.42,0.0,0.0,1548.0,277.0,22.0,477.0,0.0,772.0,33.43416667,-112.0080556,1
4943,2003,9,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4524.0,376.0,72.57,29.39,115.22,1.67,157.14,87.0,41.0,15558.0,2854.0,1985.0,3881.0,42.0,6796.0,39.17540167,-76.66819833,1
4960,2003,9,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3228.0,207.0,71.34,2.92,23.68,1.26,107.8,43.0,3.0,7988.0,2975.0,246.0,698.0,24.0,4045.0,33.94253611,-118.4080744,1
4965,2003,9,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",1900.0,140.0,26.06,7.1,35.33,1.05,70.46,22.0,6.0,5858.0,1038.0,415.0,1203.0,20.0,3182.0,28.42888889,-81.31602778,1
4966,2003,9,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",3789.0,286.0,48.95,7.89,72.69,0.0,156.46,29.0,4.0,11287.0,1968.0,545.0,2019.0,0.0,6755.0,41.7859825,-87.75242444,1
4976,2003,9,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5173.0,410.0,102.33,6.67,87.75,0.98,212.27,95.0,3.0,14069.0,3472.0,296.0,2446.0,16.0,7839.0,33.43416667,-112.0080556,1
4980,2003,9,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2357.0,178.0,62.55,4.04,29.04,0.57,81.8,26.0,0.0,6138.0,2153.0,196.0,807.0,17.0,2965.0,32.73355611,-117.1896567,1
4997,2003,10,AA,American Airlines,BNA,"Nashville, TN: Nashville International",484.0,47.0,20.32,2.11,14.73,0.0,9.84,5.0,1.0,2095.0,988.0,82.0,522.0,0.0,503.0,36.12447667,-86.67818222,1
5002,2003,10,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",213.0,15.0,9.15,1.0,4.85,0.0,0.0,3.0,0.0,426.0,287.0,52.0,87.0,0.0,0.0,35.21401111,-80.94312583,1
5006,2003,10,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",980.0,105.0,39.18,4.64,39.32,0.0,21.87,7.0,4.0,3815.0,1522.0,264.0,1109.0,0.0,920.0,38.85208333,-77.03772222,1
5008,2003,10,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12633.0,960.0,279.4,18.32,428.75,0.91,232.62,58.0,8.0,53087.0,22731.0,2074.0,14964.0,28.0,13290.0,32.89595056,-97.0372,1
5024,2003,10,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",1213.0,205.0,48.23,5.05,123.21,0.62,27.89,11.0,0.0,10822.0,3457.0,334.0,4609.0,18.0,2404.0,40.63975111,-73.77892556,1
5027,2003,10,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2516.0,379.0,96.06,8.67,215.92,0.0,58.35,67.0,11.0,19848.0,6649.0,699.0,8810.0,0.0,3690.0,33.94253611,-118.4080744,1
5037,2003,10,AA,American Airlines,MIA,"Miami, FL: Miami International",3131.0,349.0,99.99,15.05,165.58,0.0,68.37,28.0,12.0,18208.0,8044.0,843.0,5300.0,0.0,4021.0,25.79325,-80.29055556,1
5045,2003,10,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",7797.0,1132.0,154.8,9.89,797.65,2.36,167.3,67.0,7.0,50164.0,10363.0,617.0,30357.0,87.0,8740.0,41.979595,-87.90446417,1
5049,2003,10,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",780.0,90.0,22.95,1.46,49.26,0.0,16.34,4.0,0.0,3242.0,1079.0,43.0,1614.0,0.0,506.0,39.87195278,-75.24114083,1
5050,2003,10,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",484.0,41.0,17.36,1.62,16.2,0.0,5.82,0.0,0.0,1536.0,798.0,35.0,468.0,0.0,235.0,33.43416667,-112.0080556,1
5054,2003,10,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",532.0,66.0,22.22,0.04,30.92,0.0,12.83,0.0,0.0,2189.0,854.0,4.0,834.0,0.0,497.0,35.87763889,-78.78747222,1
5069,2003,10,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",5938.0,566.0,168.34,6.95,310.44,3.0,77.26,21.0,5.0,24868.0,11454.0,344.0,9006.0,224.0,3840.0,38.74768694,-90.35998972,1
5079,2003,10,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1390.0,252.0,66.67,3.27,68.04,8.52,105.51,64.0,1.0,11893.0,4230.0,107.0,1999.0,185.0,5372.0,61.17432028,-149.9961856,1
5097,2003,10,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",675.0,100.0,43.94,0.0,23.42,0.0,32.64,25.0,1.0,6037.0,2906.0,0.0,1338.0,0.0,1793.0,33.94253611,-118.4080744,1
5105,2003,10,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",1268.0,159.0,29.23,0.32,38.39,0.0,91.06,16.0,0.0,9439.0,2048.0,25.0,1532.0,0.0,5834.0,45.58872222,-122.5975,1
5112,2003,10,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3912.0,759.0,146.69,3.51,338.11,0.99,269.71,74.0,11.0,34533.0,8814.0,140.0,10214.0,21.0,15344.0,47.44898194,-122.3093131,1
5125,2003,10,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",519.0,39.0,16.24,1.0,8.69,3.08,9.99,1.0,1.0,1782.0,691.0,65.0,234.0,138.0,654.0,26.07258333,-80.15275,1
5127,2003,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2284.0,171.0,37.05,3.04,69.04,4.14,57.72,1.0,2.0,10153.0,2054.0,532.0,3645.0,136.0,3786.0,40.63975111,-73.77892556,1
5308,2003,10,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16674.0,2641.0,386.64,35.57,1839.54,0.36,378.89,60.0,7.0,102272.0,25161.0,1546.0,58276.0,30.0,17259.0,33.64044444,-84.42694444,1
5315,2003,10,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1530.0,168.0,38.38,0.0,97.01,0.0,32.61,14.0,1.0,5169.0,1477.0,0.0,2312.0,0.0,1380.0,42.3643475,-71.00517917,1
5325,2003,10,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",4493.0,517.0,109.31,3.95,341.96,0.96,60.82,18.0,5.0,19496.0,5271.0,446.0,10587.0,73.0,3119.0,39.04614278,-84.6621725,1
5330,2003,10,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1696.0,163.0,51.93,3.5,77.62,0.0,29.96,25.0,0.0,6206.0,2453.0,204.0,1989.0,0.0,1560.0,32.89595056,-97.0372,1
5331,2003,10,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",208.0,35.0,10.17,0.0,13.52,0.0,11.31,0.0,0.0,1150.0,370.0,0.0,369.0,0.0,411.0,42.21205889,-83.34883583,1
5350,2003,10,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",923.0,117.0,18.19,1.38,76.45,0.0,20.98,2.0,1.0,5148.0,1049.0,34.0,2651.0,0.0,1414.0,40.63975111,-73.77892556,1
5352,2003,10,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1260.0,195.0,54.56,2.42,119.66,0.0,18.36,18.0,5.0,11126.0,2613.0,137.0,7236.0,0.0,1140.0,33.94253611,-118.4080744,1
5354,2003,10,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",2024.0,283.0,46.64,0.6,184.84,0.87,50.05,27.0,1.0,10243.0,2068.0,12.0,5970.0,33.0,2160.0,40.77724306,-73.87260917,1
